DIM 3
BH_DATA
0 0 0
EVOLUTION_DATA
0 -0.0667 0.0576 0
3.1557e+07 -0.0667 0.0576 0
6.31139e+07 -0.0671489 0.0576051 -1.78065e-18
9.46709e+07 -0.0675965 0.0576091 1.78065e-18
1.26228e+08 -0.0680429 0.0576121 3.5613e-18
1.57785e+08 -0.0684881 0.0576141 5.34194e-18
1.89342e+08 -0.068932 0.0576151 5.34194e-18
2.20899e+08 -0.0693748 0.057615 1.78065e-18
2.52456e+08 -0.0698164 0.0576139 3.5613e-18
2.84013e+08 -0.0702568 0.0576119 3.5613e-18
3.1557e+08 -0.0706959 0.0576089 0
3.47126e+08 -0.0711339 0.0576049 1.78065e-18
3.78683e+08 -0.0715708 0.0576 1.78065e-18
4.1024e+08 -0.0720064 0.0575941 3.5613e-18
4.41797e+08 -0.0724409 0.0575873 3.5613e-18
4.73354e+08 -0.0728743 0.0575796 3.5613e-18
5.04911e+08 -0.0733064 0.0575709 5.34194e-18
5.36468e+08 -0.0737375 0.0575614 5.34194e-18
5.68025e+08 -0.0741673 0.057551 5.34194e-18
5.99582e+08 -0.0745961 0.0575397 3.5613e-18
6.31139e+08 -0.0750237 0.0575275 3.5613e-18
6.62696e+08 -0.0754502 0.0575144 1.78065e-18
6.94253e+08 -0.0758756 0.0575005 7.12259e-18
7.2581e+08 -0.0762998 0.0574858 5.34194e-18
7.57367e+08 -0.076723 0.0574702 5.34194e-18
7.88924e+08 -0.077145 0.0574538 8.90324e-18
8.20481e+08 -0.077566 0.0574365 8.90324e-18
8.52038e+08 -0.0779858 0.0574185 7.12259e-18
8.83595e+08 -0.0784046 0.0573997 7.12259e-18
9.15152e+08 -0.0788223 0.05738 7.12259e-18
9.46709e+08 -0.0792389 0.0573596 8.90324e-18
9.78266e+08 -0.0796544 0.0573384 8.90324e-18
1.00982e+09 -0.0800688 0.0573164 8.90324e-18
1.04138e+09 -0.0804822 0.0572937 1.06839e-17
1.07294e+09 -0.0808946 0.0572702 1.06839e-17
1.10449e+09 -0.0813058 0.057246 1.06839e-17
1.13605e+09 -0.0817161 0.057221 8.90324e-18
1.16761e+09 -0.0821253 0.0571953 7.12259e-18
1.19916e+09 -0.0825334 0.0571689 1.60258e-17
1.23072e+09 -0.0829405 0.0571418 1.06839e-17
1.26228e+09 -0.0833466 0.0571139 1.78065e-17
1.29384e+09 -0.0837517 0.0570854 1.42452e-17
1.32539e+09 -0.0841557 0.0570561 1.78065e-17
1.35695e+09 -0.0845587 0.0570262 1.42452e-17
1.38851e+09 -0.0849607 0.0569956 1.42452e-17
1.42006e+09 -0.0853617 0.0569643 1.78065e-17
1.45162e+09 -0.0857617 0.0569323 1.42452e-17
1.48318e+09 -0.0861607 0.0568997 1.42452e-17
1.51473e+09 -0.0865588 0.0568664 7.12259e-18
1.54629e+09 -0.0869558 0.0568325 1.06839e-17
1.57785e+09 -0.0873518 0.0567979 7.12259e-18
1.6094e+09 -0.0877469 0.0567627 7.12259e-18
1.64096e+09 -0.088141 0.0567269 7.12259e-18
1.67252e+09 -0.0885341 0.0566904 7.12259e-18
1.70408e+09 -0.0889262 0.0566533 3.5613e-18
1.73563e+09 -0.0893174 0.0566156 3.5613e-18
1.76719e+09 -0.0897076 0.0565773 7.12259e-18
1.79875e+09 -0.0900969 0.0565384 7.12259e-18
1.8303e+09 -0.0904853 0.0564989 7.12259e-18
1.86186e+09 -0.0908726 0.0564588 1.06839e-17
1.89342e+09 -0.0912591 0.0564182 1.06839e-17
1.92497e+09 -0.0916446 0.0563769 1.06839e-17
1.95653e+09 -0.0920291 0.0563351 1.06839e-17
1.98809e+09 -0.0924128 0.0562927 1.06839e-17
2.01964e+09 -0.0927955 0.0562497 7.12259e-18
2.0512e+09 -0.0931773 0.0562062 3.5613e-18
2.08276e+09 -0.0935582 0.0561621 3.5613e-18
2.11432e+09 -0.0939381 0.0561175 7.12259e-18
2.14587e+09 -0.0943172 0.0560723 0
2.17743e+09 -0.0946953 0.0560266 3.5613e-18
2.20899e+09 -0.0950726 0.0559804 3.5613e-18
2.24054e+09 -0.0954489 0.0559336 7.12259e-18
2.2721e+09 -0.0958244 0.0558863 3.5613e-18
2.30366e+09 -0.0961989 0.0558385 3.5613e-18
